lat,lon
145.443525,35.70401886
144.6792811,35.70401886
143.9413904,35.58903007
143.1507932,35.35905249
142.3338428,35.07158052
141.25336,34.95659173
140.5154694,34.89909734
139.6721657,34.78410855
138.8815685,34.55413097
138.1963843,34.03668142
137.4057872,33.57672627
136.3516576,32.82929914
135.3238813,31.90938883
135.0076424,31.56442247
134.3224582,30.87448974
133.2946819,30.06956822
132.9520898,29.78209625
132.2405524,29.09216351
131.5026617,28.34473639
130.8701839,27.42482608
130.0795868,26.33243259
129.2626364,25.52751107
129.0518105,25.2400391
128.6038054,24.78008394
128.1558003,24.37762318
127.6550888,24.03265682
126.7327255,23.28522969
125.915775,22.53780256
125.6258894,22.25033059
124.7825858,21.56039786
123.8865757,20.92795952
123.043272,20.35301558
121.6992568,19.54809406
120.8823064,19.2031277
120.065356,18.85816133
119.3538186,18.34071178
118.6949876,17.99574542
117.5881516,17.53579026
116.9029674,16.84585753
116.1914299,16.55838556
115.2954198,16.38590237
115.0318874,16.27091359
114.2676435,16.04093601
113.7932852,15.86845283
113.3189269,15.58098085
112.5810362,15.63847525
112.3438571,15.58098085
111.0789016,14.71856494
110.6045433,14.43109297
110.1565382,14.0861266
109.3132346,13.74116024
108.4172245,13.28120508
107.3103884,12.41878917
106.4143783,11.67136204
106.1508459,11.38389007
105.3338955,10.63646294
105.0440099,10.40648537
104.4642387,10.00402461
103.7790544,9.37158627
103.067517,8.854136722
102.3559796,8.451675961
101.4863227,7.934226413
101.196437,7.646754442
100.0368945,6.84183292
99.50982976,6.496866555
98.64017288,6.036911401
97.82322247,5.74943943
97.05897855,5.231989881
96.29473462,4.82952912
95.47778422,4.714540332
94.50271438,4.312079573
93.26411216,3.73713563
92.52622147,3.449663657
91.78833079,3.277180475
90.76055447,2.874719714
90.39160913,2.702236532
89.2847731,2.127292589
88.25699678,1.437359857
87.91440468,1.20738228
87.17651399,0.977404702
86.43862331,0.80492152
85.20002108,0.574943943
84.35671744,0.459955155
83.35529437,0.172483182
82.35387129,0
80.95714963,0.229977577
79.8503136,0.747427126
79.0333632,1.034899096
78.79618405,1.092393492
78.32182575,1.20738228
77.87382069,1.264876675
77.32040268,1.437359857
76.55615875,1.954809406
75.73920835,2.069798194
75.47567596,2.127292589
74.73778527,1.724831829
74.50060612,1.552348645
73.76271544,1.60984304
72.76129236,1.782326224
71.65445633,2.069798194
70.52126706,2.472258955
69.46713751,2.874719714
68.4393612,3.449663657
67.4906446,4.0246076
66.46286829,4.82952912
65.40873873,5.806933824
64.40731566,6.95682171
63.4849523,8.221698385
62.61529542,9.429080664
61.69293206,10.29149658
60.82327518,11.32639568
59.97997154,12.01632841
59.21572761,12.64876674
58.26701102,13.74116024
57.60818005,14.66107055
56.81758288,16.32840798
56.58040373,16.78836313
55.84251304,17.65077905
55.6053339,17.88075663
55.18368207,17.88075663
54.78838349,18.34071178
54.02413957,18.74317254
53.78696042,18.85816133
53.02271649,19.49059967
52.7591841,19.89306043
52.17941285,20.92795952
51.23069625,22.36531938
50.62457176,23.57270166
49.88668107,25.35502788
49.67585516,25.98746622
49.12243715,26.90737653
48.38454646,27.76979245
47.96289464,28.40223078
47.51488958,28.91968033
46.75064565,29.60961306
46.48711327,29.89708503
45.61745639,30.70200655
45.27486428,31.04697292
44.4052074,32.02437762
43.32472461,33.2317599
42.87671955,33.69171506
41.71717704,34.84160294
40.50492806,36.10647962
39.1082064,37.54383948
37.89595741,38.348761
36.78912138,39.15368252
35.86675802,40.3035704
34.97074791,41.39596389
34.20650398,42.20088541
33.60037949,42.94831254
32.78342908,44.09820043
31.88741896,45.19059392
31.59753334,45.59305468
30.88599589,46.57045938
30.70152322,46.91542575
30.04269225,48.3527856
29.8055131,48.87023515
29.17303537,49.96262864
28.09255257,51.3999885
27.67090075,52.20491002
26.77489063,53.98723624
26.45865177,54.61967458
25.77346756,56.28701202
25.03557687,58.06933824
24.42945238,59.73667567
23.87603436,61.34651871
23.37532283,63.07135054
22.84825805,64.68119358
22.29484004,66.46351981
21.76777526,68.13085724
21.3197702,69.68320589
20.55552627,71.92548726
20.08116798,73.5353303
19.50139672,75.54763411
18.84256575,77.73242109
18.18373478,80.08969126
17.49855057,81.81452308
16.81336636,83.07939976
15.78559005,85.37917553
15.52205766,86.12660266
15.23217203,86.81653539
14.49428135,88.65635601
13.86180362,90.7261542
13.62462447,91.41608693
12.54414168,93.7158627
11.56907184,95.84315529
10.7257682,97.45299833
10.33046961,98.08543667
9.302693301,99.58029092
8.986454435,99.92525729
8.696568808,100.327718
7.958678122,100.7876732
7.616086017,100.902662
6.851842092,101.2476284
6.588309703,101.3626171
5.56053339,101.4776059
5.165234807,101.5351003
4.743582986,101.6500891
4.0056923,102.2825275
3.083328941,103.3749209
2.793443314,103.8348761
1.686607284,104.9272696
1.264955463,105.2147416
0.632477732,105.9621687
0.342592105,106.4221238
0.052706478,107.0545622
0,107.8019893
0.421651821,108.7218996
0.685184209,109.0093716
0.948716597,109.354338
2.371791493,107.9169781
3.32050809,105.8471799
4.111105255,103.8348761
4.796289464,102.3975162
5.639593106,101.0751452
5.955831972,100.7301788
7.036314763,100.6726844
7.431613345,100.6726844
8.090444316,100.3852124
9.065514152,99.46530213
9.7770516,98.89035819
10.46223581,98.08543667
11.17377326,96.99304318
12.04343014,95.44069453
12.57049491,93.94584028
13.12391293,92.62346921
13.73003742,91.24360375
14.44157487,89.51877192
15.12675908,87.7364457
15.81194329,85.89662508
16.41806778,83.99931007
17.02419227,81.92951187
17.55125705,80.14718565
18.23644126,78.07738745
18.97433195,76.00758926
19.79128235,73.5928247
20.5028198,71.29304893
21.16165077,69.16575634
21.68871554,66.5785086
22.24213356,64.45121601
22.79555157,62.61139539
23.48073578,59.85166446
23.87603436,57.72437187
24.3767459,55.99954004
25.27275602,53.29730351
26.1424129,50.71005577
26.56406472,49.61766228
27.22289569,48.41028
28.22431877,46.62795377
28.59326411,45.88052665
28.98856269,45.13309952
29.93727929,43.40826769
30.93870237,41.97090784
31.70294629,40.24607601
31.96647868,39.67113206
32.8624888,38.06128902
33.17872767,37.60133387
33.8112054,36.79641235
34.78627523,35.53153568
35.4451062,34.38164779
36.07758394,33.2892543
36.73641491,32.2543552
37.44795235,31.16196171
38.55478838,29.83959064
39.29267907,29.2071523
40.08327623,28.63220836
40.8738734,27.94227563
41.55905761,27.53981487
42.77130659,26.96487093
43.08754546,26.79238774
43.43013756,26.67739895
44.22073473,26.10245501
44.48426712,25.98746622
45.2221578,25.64249986
45.53839667,25.58500546
46.46076003,25.29753349
47.33041691,24.60760076
48.20007379,23.80267924
49.09608391,23.40021848
50.12386022,23.05525211
50.96716386,22.36531938
51.78411427,21.56039786
52.65377115,20.87046513
53.62884098,20.41050997
54.47214463,20.1805324
55.31544827,20.00804922
56.18510515,20.06554361
57.34464766,19.54809406
58.1879513,18.85816133
58.92584199,18.39820617
60.03267802,17.70827344
60.7705687,17.19082389
61.7192853,15.86845283
62.45717599,15.00603691
63.1423602,14.0861266
63.77483793,12.82124993
64.40731566,11.55637325
65.40873873,10.1190134
66.33110209,8.451675961
66.70004744,7.819237624
67.43793812,7.071810499
67.72782375,6.84183292
68.88736626,6.151900189
69.65161018,5.691945036
70.49491382,5.174495487
71.33821747,4.714540332
72.15516787,4.427068361
73.02482475,4.312079573
74.34248669,4.369573967
75.21214357,4.484562755
76.02909398,4.772034726
76.81969114,5.002012304
77.58393507,4.197090783
78.26911927,3.047202898
79.27054235,2.874719714
79.56042798,2.874719714
80.40373162,2.932214108
80.69361725,2.932214108
81.48421441,2.759730926
81.77410004,2.702236532
82.6964634,2.414764561
83.46070732,2.299775771
84.38307068,2.357270167
85.20002108,2.357270167
86.06967796,2.702236532
87.09745428,2.989708502
88.52052917,3.449663657
89.70642492,3.967113206
90.83961419,4.772034726
91.70927107,4.94451791
92.57892795,5.289484275
93.44858483,5.806933824
94.29188847,6.324383373
95.08248564,6.784338526
95.47778422,7.014316104
96.47920729,7.416776864
97.45427713,7.76174323
97.79686924,7.876732018
98.53475992,7.991720807
99.37806356,8.681653538
100.1423075,9.601563848
101.1700838,10.17650779
102.0924472,10.86644052
102.3823328,11.0964181
102.962104,11.49887886
103.8054077,12.1313172
104.4905919,12.76375553
105.5447214,13.1087219
106.3880251,13.56867705
107.1786223,14.02863221
108.0482791,14.60357615
109.1024087,15.29350888
110.0774785,15.86845283
111.1052548,16.38590237
112.2384441,16.96084632
113.2398672,16.84585753
114.5311759,17.36330708
115.3744795,18.1107342
116.1914299,18.91565572
117.08744,19.54809406
117.9570969,20.06554361
118.8004006,20.46800437
119.6964107,20.69798195
120.5397143,21.1579371
121.2512518,22.1928362
122.0945554,23.40021848
122.3580878,23.68769045
123.0169188,24.66509515
123.2540979,24.89507273
124.4927002,25.58500546
124.9670585,26.04496062
125.4414168,26.44742138
126.4691931,27.07985971
126.8644916,27.1948485
127.7605018,27.71229805
128.5510989,27.94227563
129.7106414,28.34473639
130.5275918,28.86218594
131.2918358,29.37963548
132.0033732,29.78209625
133.0047963,30.12706261
133.9798661,30.06956822
134.2697518,30.06956822
134.6650503,29.95457943
135.0339957,30.12706261
135.3502345,30.184557
135.8509461,30.29954579
136.7469562,30.64451216
137.0368418,30.75950095
137.6693196,31.04697292
138.3281505,31.2769505
139.2241606,31.90938883
139.5140463,32.13936641
140.4100564,32.71431035
140.7790017,32.88679354
141.4905392,33.2892543
142.2020766,33.80670385
142.9926738,34.32415339
143.783271,34.55413097
145.1799926,35.2440637
146.1814157,36.39395159
147.0510726,37.08388432
148.2633216,37.94630023
149.2647446,38.69372736
149.6073367,38.92370494
150.5297001,39.61363767
150.9249987,39.90110964
151.6365361,40.53354798
152.3480736,40.82101995
153.4812628,41.45345829
154.5090392,42.54585178
154.8779845,42.94831254
155.589522,43.81072845
156.3010594,44.15569482
157.144363,44.3856724
158.5937912,44.55815558
159.6215675,44.78813316
160.5175776,45.13309952
161.3608813,45.47806589
162.2041849,45.93802104
163.5218468,46.3979762
164.3387972,47.08790893
165.4983397,47.66285287
166.2625837,48.12280803
167.0004744,48.81274076
168.0018974,49.67515667
168.8188478,50.53757259
169.0823802,50.82504456
169.8993306,51.57247168
170.2155695,51.74495487
171.1906393,52.20491002
171.5068782,52.31989881
172.2711221,52.72235957
173.1144258,53.23980912
174.0104359,53.64226988
175.4071575,54.73466337
176.3295209,55.36710171
177.330944,55.88455126
178.2796606,56.34450641
179.2020239,56.51698959
180.1243873,56.74696717
180.9676909,56.86195596
182.1799399,57.55188869
182.9705371,58.18432703
183.734781,58.64428218
184.4726717,59.5066981
185.1578559,60.13913643
186.0275128,60.88656356
186.2910452,61.11654114
187.371528,61.86396826
187.6877668,62.09394584
188.0040057,62.38141781
188.4256575,62.66888978
189.137195,63.12884494
190.0332051,63.76128327
190.3757972,63.81877767
191.0609814,63.93376646
192.1678174,64.5087104
193.1692405,65.02615995
193.5381858,65.14114874
194.4078427,65.5436095
195.3565593,66.23354223
196.199863,66.69349738
197.306699,67.44092451
198.0445897,67.78589088
198.7824804,68.13085724
199.625784,68.47582361
200.9170927,69.05076755
201.8131028,69.39573392
203.1307648,69.68320589
204.1321878,69.5107227
205.1599642,69.33823952
206.0823275,69.45322831
206.9256312,69.74070028
207.6898751,69.85568907
208.4277658,69.97067786
209.1656565,70.14316104
210.1934328,70.37313862
210.5360249,70.48812741
211.1948558,70.66061059
212.0645127,70.77559938
213.1713488,70.89058817
213.5930006,71.06307135
214.4363042,71.17806014
215.2532546,71.29304893
216.0965583,71.46553211
217.0452749,71.81049848
217.9939915,72.61542
218.7055289,73.07537515
219.5488326,73.5928247
219.8387182,73.70781349
220.7083751,74.16776864
221.5516787,74.68521819
221.8679176,74.91519577
222.8166342,75.6051285
223.7653508,76.00758926
224.1342961,76.06508365
225.0830127,76.52503881
225.8209034,76.5825332
226.76962,76.6400276
227.0858589,76.6400276
227.8237495,76.52503881
228.6143467,76.41005002
229.4049439,76.35255563
230.195541,76.35255563
230.9861382,76.46754441
231.7503821,76.52503881
232.6990987,76.6400276
233.832288,76.69752199
234.7282981,76.87000517
235.5452485,77.04248836
236.3358457,77.15747715
237.1000896,77.55993791
238.1015127,77.73242109
238.4441048,77.84740988
239.3664681,78.47984821
239.6563538,78.70982579
240.2624783,78.82481458
241.2375481,78.82481458
242.2389712,78.76732019
242.6079165,78.70982579
243.9519317,78.76732019
245.1641807,78.88230898
246.0601908,78.76732019
246.9034944,78.82481458
247.6940916,78.99729776
248.5637485,79.39975852
249.7759975,79.97470247
250.8037738,80.08969126
251.8315501,80.26217444
253.2809782,80.89461278
254.2824013,81.52705111
255.6264165,82.90691658
256.3643072,83.25188294
257.1549043,83.30937734
257.8664418,83.48186052
258.6043325,83.53935491
260.0010541,83.76933249
260.870711,83.82682688
262.1620197,84.05680446
263.1107363,84.28678204
264.5601644,84.51675961
265.4825278,84.6317484
266.3521847,84.80423159
267.6698466,84.97671477
268.7239762,85.03420916
269.4618669,85.43666992
270.357877,85.95411947
271.1484741,86.29908584
272.018131,86.64405221
272.8877879,86.98901857
273.6783851,87.10400736
274.4689822,87.27649054
275.1805197,87.6789513
276.0238233,88.08141206
276.761714,88.42637843
278.079376,88.65635601
278.8436199,89.28879434
279.73963,90.15121026
280.4775207,90.55367102
280.7146998,90.61116541
281.4525905,90.89863738
281.6897697,90.89863738
282.717546,91.18610935
283.1128446,91.24360375
283.9825014,91.53107572
285.6164023,92.16351406
286.6705318,92.91094118
287.4874822,93.42839073
288.3044326,93.83085149
289.0686765,94.34830104
289.780214,94.80825619
290.5708112,95.26821135
291.4931745,95.7281665
292.3628314,95.90064969
293.206135,95.95814408
294.0757919,96.36060484
294.8663891,96.70557121
295.6042798,96.87805439
296.4475834,96.7630656
297.3435935,96.70557121
298.2132504,96.87805439
299.0565541,96.82055999
299.9789174,97.05053757
301.2438729,97.45299833
302.2189427,97.68297591
303.0095399,98.02794227
303.2994255,98.14293106
304.1690824,98.48789743
304.458968,98.54539182
305.0914457,98.54539182
306.0138091,99.46530213
306.7516998,99.46530213
307.5422969,99.52279653
308.3328941,99.69527971
309.097138,99.86776289
309.8350287,99.92525729
310.7310388,100.0977405
311.8115216,100.6726844
312.9447109,101.4776059
314.4204923,102.0525499
315.4482686,102.6849882
316.9504032,103.3749209
317.8991198,103.7198873
319.3485479,104.5823032
320.3236178,104.9272696
320.6398566,105.0422584
321.56222,105.5022135
321.8784589,105.6172023
322.8008222,106.1346519
323.1170611,106.3646294
323.7231856,106.6521014
324.8563748,107.0545622
325.7260317,107.3995285
326.5956886,107.8019893
327.4916987,107.9744725
328.3086491,108.2044501
329.2573657,108.779394
330.2060823,109.2968436
331.1811522,109.4693267
332.2352817,109.9292819
333.1576451,110.6192146
334.1327149,111.0791698
335.0814315,111.7691025
335.9774416,112.2865521
336.8207453,112.8040016
337.6904022,113.3789456
338.4282928,113.9538895
339.4297159,114.758811
339.772308,114.9887886
340.7473779,115.3912494
341.0372635,115.5062381
341.5906815,115.6212269
342.2758657,115.8512045
343.2509355,116.0236877
343.6198809,116.0811821
344.621304,116.656126
344.9638961,117.0010924
345.72814,117.6910251
346.5187372,118.3809579
347.3620408,119.0133962
348.152638,119.9908009
348.9168819,120.9682056
349.7338323,121.8881159
350.5244295,122.3480711
351.2359669,122.9805094
351.9475043,123.6129477
352.8698677,124.3603749
353.7395246,125.0503076
355.0308333,125.9127235
355.5578981,126.3151843
356.0586096,126.6601506
356.8492068,127.292589
357.3235651,127.5800609
357.9560428,127.9250273
358.6148738,128.4999713
359.3264112,129.3048928
360.0379487,130.1673087
360.8812523,131.1447134
361.8036157,132.1796125
362.9631582,132.8695452
363.9909345,133.6169723
365.0187108,134.3643995
365.8620144,135.0543322
366.6262584,135.6292761
367.3114426,135.9742425
367.9702735,136.2042201
368.9453434,136.8941528
369.2615822,137.066636
370.0258262,137.5840856
370.9218363,138.3890071
371.8705529,139.0214454
372.9510357,140.1713333
373.9261055,141.2637268
374.7430559,142.7010866
375.5336531,144.0809521
376.7722553,145.7482895
377.4310863,146.5532111
378.2216834,147.8755821
378.4852158,148.3355373
379.1440468,149.4279308
379.381226,149.7154027
379.829231,150.4053355
380.3562958,151.0377738
381.2259527,152.6476169
381.5421915,153.2800552
382.2010225,154.7174151
382.91256,156.0972805
383.5713909,157.3621572
384.3092816,158.7420227
385.0471723,160.2368769
385.8114162,161.5017536
386.5229537,162.6516415
387.1554314,163.9165181
387.8669689,165.2388892
388.5257998,166.3312827
389.4481632,167.538665
389.764402,167.8836313
390.6340589,168.861036
390.8975913,169.148508
391.2401834,169.723452
392.2679597,170.9883286
392.7950245,171.3907894
393.7437411,172.3106997
394.613398,173.0006324
395.4303484,173.6905652
396.4581247,174.5529811
397.5122543,175.3004082
398.9353292,176.3353073
399.6995731,176.8527569
400.4111105,177.3702064
401.3861804,178.2901167
402.3876034,179.2675214
402.8092553,179.5549934
403.889738,180.3024205
404.9175144,180.7048813
405.8925842,180.7048813
406.9467138,180.8773645
408.1062563,181.394814
409.0813261,181.8547692
410.6361672,182.4872075
411.7430032,183.1196458
412.6917198,183.579601
413.7985558,184.2120393
415.1952775,184.7869833
416.1703473,185.1319496
417.1717704,185.3044328
418.5421388,185.3619272
419.332736,185.476916
420.5976915,185.8793768
421.8362937,186.3393319
422.6795973,186.5693095
423.6546672,187.0292646
424.5770305,187.5467142
426.1318716,188.4666245
427.1860012,189.0415684
428.2137775,189.559018
429.6104991,189.7315012
431.4288726,190.7089059
433.0891267,191.1113666
434.2750224,191.2263554
435.3027987,191.3988386
436.3042218,191.5713218
437.2002319,191.8012994
438.1753017,192.0887713
439.1240183,192.3187489
439.967322,192.4912321
441.0214515,192.7787041
441.8120487,192.8936929
442.3391135,192.7212097
442.7080588,192.8936929
443.0506509,193.066176
443.5513625,193.1811648
444.8953776,193.2386592
446.2393928,193.4686368
447.2144627,193.8136032
448.1631793,194.1585695
449.1646023,194.3885471
450.0606124,194.5610303
450.9566226,194.6760191
451.9316924,194.7335135
452.9594687,194.9634911
454.092658,195.1359742
455.7002056,195.3659518
457.2023402,195.538435
458.1510568,195.6534238
459.1261266,195.825907
460.3383756,196.2283677
461.2080325,196.6883229
462.5784009,196.9183005
463.7115902,197.6657276
464.6603068,198.010694
464.9501924,198.1256827
465.8725557,198.5281435
466.1887946,198.7006267
467.0848047,199.2180762
467.3746903,199.3905594
468.4024667,199.8505146
468.771412,200.0229978
469.7991883,200.3679641
470.1681337,200.4254585
470.8533179,200.8279193
471.8810942,201.2878744
473.0406367,201.6903352
473.8312339,201.9778072
474.5954778,202.2652791
475.5441944,202.7827287
475.8867865,202.8402231
476.492911,203.0127063
477.1517419,203.3001782
477.9159859,203.6451446
478.706583,203.8176278
479.9451853,203.702639
481.3155537,203.415167
482.2906235,203.5301558
483.3447531,204.0476054
485.1104201,204.9100213
486.1381964,205.4274708
486.9551468,205.7149428
487.7984504,205.887426
489.0370527,206.2898867
489.9067095,206.7498419
490.8290729,207.2672914
491.6987298,207.8997298
492.6210931,208.3021905
493.7542824,208.8196401
494.8874717,209.5095728
496.0470142,210.4869775
497.3383229,211.4643822
498.3133927,212.3842925
499.2884626,213.4191916
500.2108259,214.3391019
501.3703684,214.9140459
502.0291994,213.6491692
502.2136721,213.2467084
502.6353239,211.4643822
502.8197966,210.5444719
503.2941549,208.4171793
503.531334,207.6697522
503.7948664,206.8648307
504.0320455,206.1174036
505.2706478,205.4849652
505.6922996,205.5424596
506.0875982,205.599954
506.8518421,205.2549876
507.2734939,204.9100213
507.7478522,204.7375381
508.4330364,203.5876502
508.6175091,202.9552119
508.9601012,200.4829529
509.0391609,199.6780314
509.4081063,196.5733341
509.5662257,193.928592
509.7770516,191.5713218
509.935171,189.0990628
510.0932905,186.7992871
510.4622358,183.1771402
510.8838876,180.8198701
511.3055395,178.5775887
511.7271913,176.7377681
512.2015496,175.2429138
512.9394403,173.5755764
513.7827439,172.5406773
514.0989828,172.3106997
515.1004058,171.7357558
515.4957044,171.7357558
516.3653613,172.0232277
517.762083,172.4256885
518.7898593,173.0006324
519.7122226,173.518082
520.5818795,174.2080147
521.293417,174.7254643
522.2421336,175.5303858
522.5583724,175.9328465
523.1117904,176.5077905
523.7442682,177.02524
524.7720445,178.1176335
525.1409898,178.6350831
526.4059453,180.4174093
527.3283086,181.2223308
528.3297317,181.7397804
529.2257418,182.2572299
530.4116376,183.8095786
531.228588,184.7869833
532.335424,185.9368712
533.0206082,186.2818375
533.8375586,186.5118151
534.101091,186.5118151
534.6018026,186.5693095
535.0498076,186.5693095
535.9458177,186.4543207
536.2357034,186.3968263
536.9472408,186.2818375
537.7905445,186.3968263
538.7392611,186.8567815
539.6352712,187.2017478
540.7421072,187.8341862
541.7435303,188.3516357
542.4550677,188.8115909
543.4301376,189.2140516
543.7463764,189.3865348
544.6160333,189.9614788
544.9322722,190.2489507
545.9600485,190.1914563
546.5925262,191.8587938
547.5675961,192.8361985
547.9365414,192.8936929
548.885258,193.2386592
549.2278501,193.353648
549.9393876,193.9860864
550.650925,194.6760191
551.4151689,195.1934686
552.1530596,195.7684126
552.97001,196.7458173
554.0241396,197.6657276
555.0255626,198.5856379
556.0269857,199.5055482
557.054762,200.4254585
558.1615981,201.4028632
559.0049017,202.0353016
559.9799715,202.6102455
560.2962104,202.7252343
561.5348126,204.2200885
561.9564644,204.6225493
562.351763,205.0250101
563.1423602,205.6574484
563.9329574,206.5198643
564.881674,207.497269
565.1979128,207.784741
565.9094503,208.1872017
566.8054604,208.7621457
567.7805302,209.7395504
568.202182,210.0270224
569.1772519,210.5444719
570.2313814,211.4068878
571.3645707,212.5567757
572.3396405,213.5341804
573.2620039,214.4540907
574.0789543,215.0865291
574.8695515,215.2015179
575.6601486,215.4314954
576.582512,215.6039786
577.6629948,215.4889898
578.5062984,214.9140459
578.7698308,214.8565515
579.4813683,214.3391019
579.7185474,214.1666188
580.5354978,213.5341804
580.8517367,213.2467084
581.7741,212.3842925
582.0903389,212.154315
583.0654087,211.9818318
583.4080008,211.9818318
584.198598,212.0968206
585.1473146,212.0393262
586.2014442,212.2118093
587.1501608,212.5567757
588.0725241,212.8442477
589.1793601,214.05163
589.8908976,214.4540907
590.7605545,214.9140459
591.6829178,215.6039786
592.5262215,216.0639338
593.8965899,216.4663945
594.7135403,216.9263497
595.5568439,217.7312712
596.4001476,218.5936871
597.1907447,219.3411142
597.9286354,220.2610245
598.7719391,221.353418
599.536183,221.928362
600.3531334,222.5033059
601.0646708,222.7907779
601.7762083,222.9057667
602.5404522,223.4232162
603.2783429,224.113149
603.9635271,224.8605761
605.0440099,226.1254528
605.6764876,227.1603519
606.3089654,228.4252285
607.2840352,229.6901052
607.6266273,229.9775772
608.7071101,231.1274651
609.3922943,231.8748922
610.130185,232.3348474
610.8417224,232.9097913
611.6059664,233.4847352
612.7655089,234.174668
613.5033996,234.3471512
614.4784694,235.1520727
614.768355,235.4395446
615.2427133,236.0144886
615.8751911,236.7044213
616.3759026,236.9343989
616.8239077,237.2218709
617.6408581,237.969298
617.9834502,238.3142644
618.7213409,239.0041971
619.9862963,240.4990513
621.4093712,241.7064336
622.2526749,242.5688495
623.0959785,243.2012879
623.9129289,243.661243
625.0724714,244.8686253
625.8367153,245.7885356
626.8644916,247.1684011
627.6023823,247.9733226
628.3929795,248.7207497
629.5788752,249.5831656
629.9214673,249.8706376
630.2904127,250.215604
631.0546566,250.9055367
631.3445422,250.9630311
632.1878459,251.0780199
632.5040848,251.2505031
633.1102092,252.5728741
634.1379856,253.1478181
635.1394086,253.6652676
635.8245928,254.010234
636.4570706,255.2176163
637.1949613,255.620077
638.0646181,255.5050883
638.8288621,255.5050883
639.4613398,255.8500546
640.4627629,256.482493
641.4114795,257.4598977
641.7540716,257.5748864
642.8082011,258.2073248
643.1771465,258.4947968
643.9413904,259.0122463
645.0218732,259.8746622
645.9442365,260.9095613
646.8665999,261.7144828
647.8153165,262.2319324
648.7376799,262.8068763
649.6600432,263.3818203
651.0304116,264.5892026
